NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE (x$1000),SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,SOLE,SHARED,NONE
COMMUNITY HEALTH SYSTEMS INC,Common Stock,203668108,"2,930","216,742",SH,,SOLE,,"186,048",0,"30,694"
COMMUNITY HEALTHCARE T COM,REIT,20369C106,"4,916","106,586",SH,,SOLE,,"97,972",0,"8,615"
COMMUNITY TRUST BANCORP INC,Common Stock,204149108,"2,294","52,103",SH,,SOLE,,"13,875",0,"38,228"
COMMVAULT SYSTEMS INC,Common Stock,204166102,"9,609","148,973",SH,,SOLE,,"81,524",0,"67,449"
COMPAGNIE DE SAINT-UNSP ADR,ADR,204280309,"29,781","2,513,151",SH,,SOLE,,"2,199,339",0,"313,812"
COMPAGNIE FIN RICHEMONTAG S,ADR,204319107,"48,013","5,017,812",SH,,SOLE,,"3,684,802",0,"1,333,011"
COMPANHIA PARA ENER SPON ADR PFD,ADR,20441B605,"1,909","1,514,882",SH,,SOLE,,"1,442,742",0,"72,140"
COMPANIA DE MINAS BUENAVENTU SPONSORED ADR,ADR,204448104,"10,788","1,075,598",SH,,SOLE,,"1,064,788",0,"10,810"
COMPASS GROUP PLC ADR,ADR,20449X401,"49,834","2,442,834",SH,,SOLE,,"2,046,354",0,"396,480"
COMPASS MINERALS INTERNATIONAL,Common Stock,20451N101,"3,372","53,765",SH,,SOLE,,"49,282",0,"4,483"
COMPUGEN LTD,Common Stock,M25722105,123,"14,301",SH,,SOLE,,"14,212",0,89
COMPUTER PROGRAMS & SYSTEMS IN,Common Stock,205306103,"1,837","60,021",SH,,SOLE,,"32,901",0,"27,120"
COMPUTERSHARE LTD SPONSORED ADR,ADR,20557R105,"1,606","138,959",SH,,SOLE,,"126,377",0,"12,582"
COMSCORE INC,Common Stock,20564W105,194,"53,072",SH,,SOLE,,"52,849",0,223
COMSTOCK RESOURCES INC,Common Stock,205768302,113,"20,406",SH,,SOLE,,"20,150",0,256
COMTECH TELECOMMUNICATIONS COR,Common Stock,205826209,"1,515","60,994",SH,,SOLE,,"58,010",0,"2,984"
CONAGRA BRANDS INC,Common Stock,205887102,"110,932","2,950,317",SH,,SOLE,,"1,836,547",0,"1,113,770"
CONCENTRIX CORP,Common Stock,20602D101,"9,979","66,652",SH,,SOLE,,"57,370",0,"9,282"
CONDUENT INC,Common Stock,206787103,"6,912","1,037,870",SH,,SOLE,,"882,292",0,"155,578"
CONMED CORP,Common Stock,207410101,"10,523","80,583",SH,,SOLE,,"75,986",0,"4,597"
CONNECTONE BANCORP INC COM,Common Stock,20786W107,570,"22,495",SH,,SOLE,,"20,431",0,"2,064"
CONN'S INC,Common Stock,208242107,"1,818","93,461",SH,,SOLE,,"87,991",0,"5,470"
CONOCOPHILLIPS,Common Stock,20825C104,"283,742","5,356,654",SH,,SOLE,,"3,227,904",0,"2,128,749"
CONSOL ENERGY INC,Common Stock,20854L108,"1,112","114,435",SH,,SOLE,,"105,391",0,"9,044"
CONSOLIDATED COMMUNICATIONS HO,Common Stock,209034107,"1,417","196,782",SH,,SOLE,,"185,589",0,"11,193"
CONSOLIDATED EDISON INC,Common Stock,209115104,"76,410","1,021,519",SH,,SOLE,,"921,833",0,"99,686"
CONSOLIDATED WATER CO LTD,Common Stock,G23773107,656,"48,761",SH,,SOLE,,"39,877",0,"8,884"
CONSTELLATION BRANDS INC,Common Stock,21036P108,"125,696","551,298",SH,,SOLE,,"457,638",0,"93,660"
CONSTELLATION PHARMACEUTICAL,Common Stock,210373106,373,"15,935",SH,,SOLE,,"14,822",0,"1,113"
CONSTELLATION SOFTWARE INC,Common Stock,21037X100,296,210,SH,,SOLE,,206,0,4
CONSTELLIUM SE,Common Stock,F21107101,"1,360","92,543",SH,,SOLE,,"91,080",0,"1,463"
CONSTRUCTION PARTNERS INC-A,Common Stock,21044C107,"1,389","46,487",SH,,SOLE,,"38,643",0,"7,844"
CONTANGO OIL & GAS CO,Common Stock,21075N204,343,"87,991",SH,,SOLE,,"85,215",0,"2,776"
CONTINENTAL AG SPONSORED ADR,ADR,210771200,"17,457","1,306,640",SH,,SOLE,,"1,187,491",0,"119,149"
CONTINENTAL RESOURCES INC/OK,Common Stock,212015101,"20,621","797,117",SH,,SOLE,,"783,304",0,"13,813"
CONTROLADORA VUELA CIA DE AV,ADR,2.12E+109,423,"29,671",SH,,SOLE,,"27,890",0,"1,781"
COOPER COS INC/THE,Common Stock,216648402,"48,271","125,677",SH,,SOLE,,"111,848",0,"13,829"
COOPER TIRE & RUBBER CO,Common Stock,216831107,"10,766","192,311",SH,,SOLE,,"160,484",0,"31,827"
COOPER-STANDAR HOLDING,Common Stock,21676P103,"7,361","202,681",SH,,SOLE,,"52,640",0,"150,041"
COPA HOLDINGS SA-CLASS A,Common Stock,P31076105,"9,711","120,197",SH,,SOLE,,"97,930",0,"22,267"
COPART INC,Common Stock,217204106,"69,556","640,419",SH,,SOLE,,"575,072",0,"65,347"
CORBUS PHARMACEUTICALS HOLDI,Common Stock,21833P103,54,"27,262",SH,,SOLE,,"26,334",0,928
CORCEPT THERAPEUTICS INC COM,Common Stock,218352102,"5,633","236,764",SH,,SOLE,,"189,035",0,"47,729"
CORE LABORATORIES N.V.,Common Stock,N22717107,"2,484","86,280",SH,,SOLE,,"65,043",0,"21,237"
CORECIVIC INC,Common Stock,21871N101,"2,583","285,439",SH,,SOLE,,"242,949",0,"42,490"
CORELOGIC INC,Common Stock,21871D103,"12,184","153,740",SH,,SOLE,,"146,904",0,"6,836"
CORE-MARK HOLDING CO INC,Common Stock,218681104,"11,330","292,846",SH,,SOLE,,"208,539",0,"84,307"
CORENERGY INFRASTRUCTURE TRUST,REIT,21870U502,741,"104,761",SH,,SOLE,,"99,529",0,"5,232"
COREPOINT LODGING INC,REIT,21872L104,"2,028","224,533",SH,,SOLE,,"220,712",0,"3,821"
CORESITE REALTY CORP REIT,REIT,21870Q105,"8,981","74,933",SH,,SOLE,,"56,143",0,"18,790"
CORMEDIX INC COM,Common Stock,21900C308,128,"12,830",SH,,SOLE,,"12,830",0,0
CORNERSTONE BUILDING BRANDS,Common Stock,21925D109,"1,025","73,025",SH,,SOLE,,"57,515",0,"15,510"
CORNERSTONE ONDEMAND I COM,Common Stock,21925Y103,"6,083","139,578",SH,,SOLE,,"59,220",0,"80,358"
CORNING INC,Common Stock,219350105,"175,401","4,031,270",SH,,SOLE,,"2,808,595",0,"1,222,676"
CORP AMERICA AIRPORTS SA,Common Stock,L1995B107,743,"151,367",SH,,SOLE,,"151,367",0,0
CORPORATE OFFICE PPTYS TR SH BEN INT REIT,REIT,22002T108,"6,414","243,594",SH,,SOLE,,"164,709",0,"78,885"
Corsair Gaming Inc,Common Stock,22041X102,230,"6,902",SH,,SOLE,,"6,891",0,11
CORTEVA INC,Common Stock,22052L104,"129,875","2,785,815",SH,,SOLE,,"2,042,175",0,"743,641"
CORTEXYME INC,Common Stock,22053A107,251,"6,974",SH,,SOLE,,"6,909",0,65
CORVEL CORP,Common Stock,221006109,"3,525","34,364",SH,,SOLE,,"27,572",0,"6,792"
COSAN LTD ADR,ADR,22113B103,"1,236","76,533",SH,,SOLE,,"76,421",0,112
COSTAMARE INC SHS,Common Stock,Y1771G102,"4,368","454,005",SH,,SOLE,,"422,383",0,"31,622"
COSTAR GROUP INC,Common Stock,22160N109,"59,636","72,559",SH,,SOLE,,"48,259",0,"24,300"
COSTCO WHOLESALE CORP,Common Stock,22160K105,"567,137","1,608,990",SH,,SOLE,,"1,355,220",0,"253,770"
COTY INC,Common Stock,222070203,"6,341","703,729",SH,,SOLE,,"662,486",0,"41,243"
COUPA SOFTWARE INC,Common Stock,22266L106,"20,392","80,134",SH,,SOLE,,"66,197",0,"13,937"
COUSINS PROPERTIES INC REIT,REIT,222795502,"10,081","285,184",SH,,SOLE,,"253,259",0,"31,925"
COVANTA HOLDING CORP,Common Stock,2.23E+106,"2,563","184,952",SH,,SOLE,,"174,509",0,"10,443"
COVESTRO AG - SPONSORED ADR,ADR,22304D207,"20,898","620,124",SH,,SOLE,,"542,222",0,"77,902"
COVETRUS INC,Common Stock,22304C100,"28,971","966,659",SH,,SOLE,,"502,485",0,"464,174"
COWEN GROUP INC,Common Stock,223622606,"3,860","109,822",SH,,SOLE,,"24,347",0,"85,475"
CRA INTERNATIONAL INC,Common Stock,12618T105,947,"12,683",SH,,SOLE,,915,0,"11,768"
CRACKER BARREL OLD COUNTRY STO,Common Stock,22410J106,"7,561","43,736",SH,,SOLE,,"35,206",0,"8,530"
CRANE CO,Common Stock,224399105,"23,376","248,920",SH,,SOLE,,"225,418",0,"23,502"
CRAWFORD & COMPANY -CL A,Common Stock,224633206,133,"12,447",SH,,SOLE,,"12,447",0,0
CREDICORP LTD COM,Common Stock,G2519Y108,"17,925","131,254",SH,,SOLE,,"122,305",0,"8,949"
CREDIT ACCEPTANCE CORP,Common Stock,225310101,"2,607","7,237",SH,,SOLE,,"6,759",0,478
CREDIT AGRICOLE SA - UNSP ADR,ADR,225313105,"32,991","4,582,071",SH,,SOLE,,"4,140,798",0,"441,273"
CREDIT SUISSE GROUP SPONSORED ADR,ADR,225401108,"31,218","2,945,095",SH,,SOLE,,"2,285,200",0,"659,895"
CREE INC,Common Stock,225447101,"16,321","150,937",SH,,SOLE,,"127,619",0,"23,318"
CRESCENT POINT ENERGY CORP,Common Stock,22576C101,199,"47,602",SH,,SOLE,,"47,602",0,0
CRH PLC ADR,ADR,12626K203,"49,350","1,050,454",SH,,SOLE,,"854,621",0,"195,833"
CRITEO SA-SPON ADR,ADR,226718104,"4,744","136,607",SH,,SOLE,,"124,520",0,"12,087"
CROCS INC,Common Stock,227046109,"15,114","187,868",SH,,SOLE,,"145,367",0,"42,501"
CRODA INTERNATIONAL-UNS ADR,ADR,227047305,485,"10,816",SH,,SOLE,,"9,862",0,954
CRONOS GROUP INC,Common Stock,22717L101,194,"20,466",SH,,SOLE,,"20,466",0,0
CROSS COUNTRY HEALTHCARE INC,Common Stock,227483104,666,"53,290",SH,,SOLE,,"44,897",0,"8,393"
CROWDSTRIKE HOLDINGS INC - A,Common Stock,22788C105,"49,155","269,327",SH,,SOLE,,"193,133",0,"76,194"
CROWN CASTLE INTERNATIONAL COR,REIT,22822V101,"265,041","1,539,774",SH,,SOLE,,"1,245,451",0,"294,323"
CROWN HOLDINGS INC,Common Stock,228368106,"33,056","340,647",SH,,SOLE,,"204,838",0,"135,809"
CRYOLIFE INC,Common Stock,228903100,"2,050","90,807",SH,,SOLE,,"39,609",0,"51,198"
CRYOPORT INC,Common Stock,229050307,"2,140","41,154",SH,,SOLE,,"25,024",0,"16,130"
CSG SYSTEMS INTERNATIONAL INC,Common Stock,126349109,"4,530","100,911",SH,,SOLE,,"60,648",0,"40,263"
CSL LTD SPONSORED ADR,ADR,12637N204,"130,900","1,292,837",SH,,SOLE,,"1,165,780",0,"127,057"
CSW INDUSTRIALS INC,Common Stock,126402106,"2,190","16,220",SH,,SOLE,,"10,593",0,"5,627"
CSX CORP,Common Stock,126408103,"250,665","2,599,718",SH,,SOLE,,"2,218,166",0,"381,553"
CTO REALTY GROWTH INC,REIT,22948Q101,227,"4,356",SH,,SOLE,,"4,165",0,191
CTS CORP,Common Stock,126501105,"4,258","137,081",SH,,SOLE,,"73,365",0,"63,716"
CUBESMART REIT,REIT,229663109,"11,251","297,420",SH,,SOLE,,"264,916",0,"32,505"
CUBIC CORP,Common Stock,229669106,"5,027","67,409",SH,,SOLE,,"61,680",0,"5,730"
CUE BIOPHARMA INC,Common Stock,22978P106,245,"20,071",SH,,SOLE,,"17,886",0,"2,185"
CULLEN/FROST BANKERS INC,Common Stock,229899109,"27,566","253,459",SH,,SOLE,,"219,025",0,"34,434"
CULP INC COM,Common Stock,230215105,220,"14,298",SH,,SOLE,,"14,124",0,175
CUMBERLAND PHARMACEUTICALS,Common Stock,230770109,47,"15,618",SH,,SOLE,,0,0,"15,618"
CUMMINS INC,Common Stock,231021106,"224,490","866,388",SH,,SOLE,,"625,171",0,"241,217"
CUREVAC NV,Common Stock,N2451R105,266,"2,913",SH,,SOLE,,"2,907",0,6
CURIS INC COM,Common Stock,231269200,317,"27,991",SH,,SOLE,,"27,991",0,0
CURTISS-WRIGHT CORP,Common Stock,231561101,"11,425","96,336",SH,,SOLE,,"72,590",0,"23,746"
CUSHING NEXTGEN INFRA INC,Closed-End Fund,231647207,238,"5,902",SH,,SOLE,,"5,654",0,248
CUSHMAN & WAKEFIELD PLC,Common Stock,G2717B108,452,"27,703",SH,,SOLE,,"21,382",0,"6,321"
CUSTOMERS BANCORP INC,Common Stock,23204G100,"4,116","129,365",SH,,SOLE,,"72,586",0,"56,779"
CUTERA INC,Common Stock,232109108,895,"29,771",SH,,SOLE,,"26,951",0,"2,820"
CVB FINANCIAL CORP,Common Stock,126600105,"5,126","232,045",SH,,SOLE,,"214,620",0,"17,425"
CVR ENERGY INC,Common Stock,12662P108,"8,445","440,310",SH,,SOLE,,"437,199",0,"3,111"
CVS HEALTH CORPORATION,Common Stock,126650100,"385,148","5,119,600",SH,,SOLE,,"3,707,375",0,"1,412,225"
CYBERARK SOFTWARE LTD/ISRAEL,Common Stock,M2682V108,"7,785","60,194",SH,,SOLE,,"57,435",0,"2,759"
CYCLERION THERPEUTICS INC,Common Stock,23255M105,73,"26,262",SH,,SOLE,,"25,884",0,378
CYMABAY THERAPEUTICS INC,Common Stock,23257D103,"1,380","303,879",SH,,SOLE,,"175,371",0,"128,508"
CYRUSONE INC COM,REIT,23283R100,"12,338","182,195",SH,,SOLE,,"163,901",0,"18,294"
CYTOKINETICS INC COM,Common Stock,23282W605,"3,875","166,605",SH,,SOLE,,"150,547",0,"16,058"
CYTOMX THERAPEUTICS IN COM,Common Stock,23284F105,462,"59,820",SH,,SOLE,,"21,054",0,"38,766"
CYTOSORBENTS CORP,Common Stock,23283X206,137,"15,816",SH,,SOLE,,"15,037",0,779
D&L INDUSTRIES INC-UNSP ADR,ADR,23340X108,418,"112,611",SH,,SOLE,,"112,254",0,357
DAI NIPPON PRINTING CO LTD,ADR,233806306,"15,618","1,481,047",SH,,SOLE,,"1,332,547",0,"148,500"
Daifuku Co Ltd - UNSP ADR,ADR,233802107,804,"32,854",SH,,SOLE,,"29,315",0,"3,539"
DAIICHI SANKYO CO - SPONS ADR,ADR,23381D102,"56,997","1,938,328",SH,,SOLE,,"1,727,986",0,"210,341"
DAIKIN INDUSTRIES-UNSPONSORED ADR,ADR,23381B106,"64,556","3,194,255",SH,,SOLE,,"2,700,400",0,"493,855"
DAILY JOURNAL CORP COM,Common Stock,233912104,218,690,SH,,SOLE,,688,0,2
DAIMLER AG UNSPONSOR ADR,ADR,233825207,"61,092","2,748,171",SH,,SOLE,,"2,412,368",0,"335,803"
DAIMLER AG-REGISTERED SHARES,Common Stock,D1668R123,452,"5,056",SH,,SOLE,,"4,846",0,210
DAIRY FARM INTL-UNSPON ADR,ADR,233859404,399,"18,263",SH,,SOLE,,"17,722",0,541
DAITO TR CONSTR CO LTD ADR,ADR,23405X209,"36,919","1,266,506",SH,,SOLE,,"1,137,806",0,"128,699"
DAIWA HOUSE IND LTD ADR,ADR,234062206,"43,038","1,456,955",SH,,SOLE,,"1,298,883",0,"158,072"
DAIWA SECS GROUP INC ADR,ADR,234064301,"13,131","2,574,789",SH,,SOLE,,"2,388,925",0,"185,864"
DAKTRONICS INC,Common Stock,234264109,"1,373","218,927",SH,,SOLE,,"198,751",0,"20,176"
DANA INC,Common Stock,235825205,"13,314","547,216",SH,,SOLE,,"476,530",0,"70,686"
DANAHER CORP,Common Stock,235851102,"540,653","2,402,049",SH,,SOLE,,"1,963,581",0,"438,468"
DANONE - SPONSORED ADR,ADR,23636T100,"39,469","2,870,448",SH,,SOLE,,"2,128,108",0,"742,340"
DANSKE BANK A/S - SPON ADR,ADR,236363206,"9,062","955,909",SH,,SOLE,,"850,186",0,"105,723"
DAQO NEW ENERGY CORP SPNSRD ADR NEW,ADR,23703Q203,"4,223","55,937",SH,,SOLE,,"55,505",0,432
DARDEN RESTAURANTS INC,Common Stock,237194105,"69,584","490,029",SH,,SOLE,,"371,612",0,"118,417"
DARLING INGREDIENTS INC,Common Stock,237266101,"35,187","478,214",SH,,SOLE,,"370,960",0,"107,254"
DASEKE INC COM,Common Stock,23753F107,103,"12,159",SH,,SOLE,,"12,029",0,130
DASSAULT SYS S A SPONSORED ADR,ADR,237545108,"58,495","272,755",SH,,SOLE,,"246,310",0,"26,445"
DATADOG INC - CLASS A,Common Stock,23804L103,"21,909","262,890",SH,,SOLE,,"247,143",0,"15,747"
DAVE & BUSTER'S ENTERTAINMENT,Common Stock,238337109,"7,197","150,241",SH,,SOLE,,"74,305",0,"75,936"
DAVITA INC,Common Stock,23918K108,"74,869","694,715",SH,,SOLE,,"370,648",0,"324,068"
DBS GROUP HLDGS LTD SPONSORED ADR,ADR,23304Y100,"80,668","933,330",SH,,SOLE,,"835,670",0,"97,660"
DBV TECHNOLOGIES S A SPONSORED ADR,ADR,23306J101,518,"97,224",SH,,SOLE,,0,0,"97,224"
DCP MIDSTREAM LP,MLP,23311P100,929,"42,879",SH,,SOLE,,"33,988",0,"8,891"
DECIPHERA PHARMACEUTICALS INC,Common Stock,24344T101,"1,813","40,434",SH,,SOLE,,"18,525",0,"21,909"
DECKERS OUTDOOR CORP COM,Common Stock,243537107,"29,284","88,628",SH,,SOLE,,"71,425",0,"17,203"
DEERE & CO,Common Stock,244199105,"368,928","986,070",SH,,SOLE,,"825,381",0,"160,689"
DEL TACO RESTAURANTS INC,Common Stock,245496104,"1,819","189,886",SH,,SOLE,,"107,169",0,"82,717"
DELEK US HOLDINGS INC,Common Stock,24665A103,"17,757","815,276",SH,,SOLE,,"180,884",0,"634,392"
DELL TECHNOLOGIES -C,Common Stock,24703L202,"29,786","337,901",SH,,SOLE,,"267,523",0,"70,378"
DELTA AIR LINES INC,Common Stock,247361702,"85,808","1,777,294",SH,,SOLE,,"1,255,941",0,"521,353"
DELUXE CORP,Common Stock,248019101,"6,273","149,498",SH,,SOLE,,"93,879",0,"55,619"
DENALI THERAPEUTICS INC,Common Stock,24823R105,"2,502","43,819",SH,,SOLE,,"23,967",0,"19,852"
DENNY'S CORP,Common Stock,24869P104,633,"34,962",SH,,SOLE,,"32,176",0,"2,786"
DENSO CORP ADR,ADR,24872B100,"50,354","1,510,101",SH,,SOLE,,"1,378,899",0,"131,202"
DENTSPLY SIRONA INC,Common Stock,24906P109,"68,487","1,073,293",SH,,SOLE,,"942,276",0,"131,017"
DENTSU INC-UNSPON ADR,ADR,249034109,"2,418","76,665",SH,,SOLE,,"56,022",0,"20,643"
DERMTECH INC,Common Stock,24984K105,448,"8,818",SH,,SOLE,,"8,799",0,19
DESCARTES SYSTEMS GROUP INC,Common Stock,249906108,"2,026","33,263",SH,,SOLE,,"21,496",0,"11,767"
DESIGNER BRANDS INC,Common Stock,250565108,"3,591","206,356",SH,,SOLE,,"195,294",0,"11,062"
DEUTSCHE BANK AG NAMEN ORD,Common Stock,D18190898,"23,633","1,969,437",SH,,SOLE,,"1,770,163",0,"199,274"
DEUTSCHE BOERS AG - UNSPON ADR,ADR,251542106,"51,140","3,089,630",SH,,SOLE,,"2,723,673",0,"365,957"
DEUTSCHE LUFTHANSA A G SPONSORED ADR,ADR,251561304,"6,067","453,444",SH,,SOLE,,"401,611",0,"51,833"
DEUTSCHE POST AG,ADR,25157Y202,"81,547","1,485,918",SH,,SOLE,,"1,281,715",0,"204,203"
DEUTSCHE STRATEGIC MUN COM,Closed-End Fund,23342Q101,322,"27,222",SH,,SOLE,,0,0,"27,222"
DEUTSCHE TELEKOM AG SPONSORED ADR,ADR,251566105,"42,311","2,090,472",SH,,SOLE,,"1,858,741",0,"231,730"
DEUTSCHE WOHNEN SE - UNSPONSORED ADR,ADR,25161M103,"41,513","1,781,666",SH,,SOLE,,"1,610,105",0,"171,561"
DEVON ENERGY CORP,Common Stock,25179M103,"141,658","6,483,190",SH,,SOLE,,"4,601,837",0,"1,881,352"
DEXCOM INC COM,Common Stock,252131107,"87,311","242,941",SH,,SOLE,,"192,757",0,"50,184"
DFP Healthcare Acquisitions Co,Unit,23343Q209,380,"36,665",SH,,SOLE,,"36,665",0,0
DHI GROUP INC,Common Stock,23331S100,73,"21,748",SH,,SOLE,,"21,748",0,0
DHT HOLDINGS INC,Common Stock,Y2065G121,"1,820","306,858",SH,,SOLE,,"233,237",0,"73,621"
DIAGEO P L C SPON ADR NEW,ADR,25243Q205,"144,924","882,553",SH,,SOLE,,"664,498",0,"218,055"
Diageo PLC,Common Stock,G42089113,694,"16,548",SH,,SOLE,,"15,878",0,670
DIAMOND HILL INVESTMENT GROUP,Common Stock,25264R207,"1,405","9,004",SH,,SOLE,,"6,733",0,"2,271"
DIAMOND S SHIPPING INC,Common Stock,Y20676105,242,"24,161",SH,,SOLE,,"13,888",0,"10,273"
DIAMONDBACK ENERGY INC COM,Common Stock,25278X109,"104,186","1,417,687",SH,,SOLE,,"1,245,176",0,"172,511"
DIAMONDROCK HOSPITALITY CO REIT,REIT,252784301,"8,805","854,816",SH,,SOLE,,"729,536",0,"125,280"
DIANA SHIPPING INC,Common Stock,Y2066G104,168,"56,144",SH,,SOLE,,"56,144",0,0
DICERNA PHARMACEUTICALS INC,Common Stock,253031108,"1,118","43,712",SH,,SOLE,,"40,592",0,"3,120"
DICK'S SPORTING GOODS INC,Common Stock,253393102,"49,606","651,430",SH,,SOLE,,"148,722",0,"502,708"
DIEBOLD NIXDORF INC,Common Stock,253651103,"3,439","243,369",SH,,SOLE,,"210,906",0,"32,463"
DIGI INTERNATIONAL INC,Common Stock,253798102,746,"39,265",SH,,SOLE,,"36,056",0,"3,209"
DIGITAL REALTY TRUST INC REIT,REIT,253868103,"96,731","686,815",SH,,SOLE,,"600,318",0,"86,497"
Digital Turbine Inc,Common Stock,25400W102,"11,345","141,178",SH,,SOLE,,"90,164",0,"51,014"
DILLARD'S INC,Common Stock,254067101,"26,597","275,413",SH,,SOLE,,"91,305",0,"184,108"
DIME COMMUNITY BANCSHARES INC,Common Stock,25432X102,"1,831","60,764",SH,,SOLE,,"54,773",0,"5,991"
DINE BRANDS GLOBAL INC,Common Stock,254423106,"5,139","57,085",SH,,SOLE,,"44,130",0,"12,955"
DIODES INC,Common Stock,254543101,"12,573","157,479",SH,,SOLE,,"102,785",0,"54,694"
DIRECT LINE INS GP PLC ADR,ADR,2.55E+206,213,"12,300",SH,,SOLE,,"8,417",0,"3,883"
DISCO CORP-UNSPONSORED ADR,ADR,25461D100,764,"11,971",SH,,SOLE,,"9,310",0,"2,661"
DISCOVER COMMUNICATIONS INC SH C,Common Stock,25470F302,"26,828","727,241",SH,,SOLE,,"654,939",0,"72,302"
DISCOVER FINANCIAL SERVICES,Common Stock,254709108,"160,314","1,687,698",SH,,SOLE,,"1,162,041",0,"525,657"
DISCOVERY INC - A,Common Stock,25470F104,"36,082","830,245",SH,,SOLE,,"757,308",0,"72,937"
DISH NETWORK CORP,Common Stock,25470M109,"24,141","666,874",SH,,SOLE,,"571,872",0,"95,002"
DIVERSIFIED HEALTHCARE TRUST,REIT,25525P107,"7,847","1,641,610",SH,,SOLE,,"743,086",0,"898,524"
DMC GLOBAL INC,Common Stock,23291C103,"2,089","38,504",SH,,SOLE,,"18,280",0,"20,224"
DNB ASA ADR,ADR,2.33E+110,"25,535","1,193,574",SH,,SOLE,,"1,103,156",0,"90,418"
DOCUSIGN INC,Common Stock,256163106,"55,142","272,375",SH,,SOLE,,"203,334",0,"69,041"
DOLBY LABORATORIES INC-CL A,Common Stock,25659T107,"25,610","259,418",SH,,SOLE,,"232,600",0,"26,818"
DOLLAR GENERAL CORP,Common Stock,256677105,"275,526","1,359,818",SH,,SOLE,,"890,173",0,"469,645"
DOLLAR TREE INC,Common Stock,256746108,"66,852","584,060",SH,,SOLE,,"455,927",0,"128,134"
DOMINION ENERGY INC,Common Stock,25746U109,"176,906","2,328,930",SH,,SOLE,,"2,037,833",0,"291,097"
DOMINO'S PIZZA INC,Common Stock,25754A201,"36,903","100,338",SH,,SOLE,,"62,599",0,"37,738"
DOMO INC - CLASS B,Common Stock,257554105,"1,229","21,831",SH,,SOLE,,"18,752",0,"3,079"
DOMTAR CORP,Common Stock,257559203,"17,957","485,991",SH,,SOLE,,"213,750",0,"272,241"
DONALDSON CO INC,Common Stock,257651109,"14,297","245,825",SH,,SOLE,,"225,344",0,"20,480"
DONEGAL GROUP INC CL A,Common Stock,257701201,252,"16,936",SH,,SOLE,,"15,897",0,"1,039"
DONNELLEY FINANCIAL SOLU - W/I,Common Stock,25787G100,"6,650","238,968",SH,,SOLE,,"161,977",0,"76,991"
DOORDASH INC - A,Common Stock,25809K105,"5,726","43,664",SH,,SOLE,,"43,664",0,0
DORIAN LPG LTD SHS USD,Common Stock,Y2106R110,"1,254","95,509",SH,,SOLE,,"82,254",0,"13,255"
DORMAN PRODUCTS INC,Common Stock,258278100,"7,892","76,894",SH,,SOLE,,"58,980",0,"17,914"
DOUGLAS DYNAMICS INC,Common Stock,25960R105,"1,790","38,789",SH,,SOLE,,"38,489",0,300
DOUGLAS EMMETT INC,REIT,25960P109,"11,214","357,139",SH,,SOLE,,"312,946",0,"44,193"
DOUYU INTERNATIONAL HOLD-ADR,ADR,25985W105,773,"74,213",SH,,SOLE,,"70,943",0,"3,270"
DOVER CORP,Common Stock,260003108,"75,938","553,768",SH,,SOLE,,"480,325",0,"73,444"
DOW INC,Common Stock,260557103,"173,615","2,715,284",SH,,SOLE,,"1,985,351",0,"729,933"
DR HORTON INC,Common Stock,23331A109,"129,166","1,449,350",SH,,SOLE,,"1,109,793",0,"339,557"
DR REDDYS LABS LTD ADR,ADR,256135203,"24,122","392,934",SH,,SOLE,,"376,547",0,"16,386"
DRAFTKINGS INC - CL A,Common Stock,26142R104,"15,790","257,461",SH,,SOLE,,"5,433",0,"252,028"
DRIL-QUIP INC,Common Stock,262037104,"3,720","111,942",SH,,SOLE,,"94,066",0,"17,876"
DROPBOX INC-CLASS A,Common Stock,26210C104,"11,236","421,448",SH,,SOLE,,"237,302",0,"184,147"
DSM N V SPONSORED ADR,ADR,780249108,"31,581","741,598",SH,,SOLE,,"642,964",0,"98,634"
DSP GROUP INC,Common Stock,23332B106,771,"54,125",SH,,SOLE,,"49,825",0,"4,300"
DSV A/S-UNSPONSORED ADR,ADR,26251A108,"67,894","692,304",SH,,SOLE,,"623,405",0,"68,899"
DTE ENERGY CO,Common Stock,233331107,"89,052","668,860",SH,,SOLE,,"535,130",0,"133,731"
DUCK CREEK TECHNOLOGIES INC,Common Stock,264120106,486,"10,758",SH,,SOLE,,"7,521",0,"3,237"
DUCOMMUN INC,Common Stock,264147109,"2,069","34,478",SH,,SOLE,,"30,618",0,"3,860"
DUFF & PHELPS UTILITY AND INFR,Closed-End Fund,26433C105,"2,590","195,000",SH,,SOLE,,"156,446",0,"38,554"
DUKE ENERGY CORP,Common Stock,26441C204,"251,374","2,604,099",SH,,SOLE,,"2,023,419",0,"580,680"
DUKE REALTY CORP COM NEW REIT,REIT,264411505,"41,029","978,521",SH,,SOLE,,"856,656",0,"121,865"
DULUTH HLDGS INC COM CL B,Common Stock,26443V101,476,"28,077",SH,,SOLE,,"28,017",0,60
Dun & Bradstreet Holdings Inc,Common Stock,26484T106,589,"24,744",SH,,SOLE,,"23,824",0,920
DUPONT DE NEMOURS INC,Common Stock,26614N102,"210,312","2,721,430",SH,,SOLE,,"2,133,163",0,"588,266"
DURECT CORP COM,Common Stock,266605104,153,"77,070",SH,,SOLE,,"51,032",0,"26,038"
