NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE (x$1000),SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,SOLE,SHARED,NONE
IShare,Equity Option,722304952,"4,454","2,500",SH,Put,SOLE,,"2,500",0,0
IShare,Equity Option,9066951,"9,274","7,250",SH,Put,SOLE,,"7,250",0,0
IShare,Equity Option,00288U956,"1,595","11,000",SH,Put,SOLE,,0,0,"11,000"
iShares Biotechnology ETF,ETF,464287556,"1,476","9,021",SH,,SOLE,,"7,056",0,"1,965"
ISHARES COMEX GOLD TR ISHARES,ETF,464285204,"6,313","187,263",SH,,SOLE,,"78,959",0,"108,304"
ISHARES CORE MSCI EMERGING,ETF,46434G103,"394,655","5,891,248",SH,,SOLE,,"5,884,169",0,"7,080"
ISHARES CORE S&P 500 ETF,ETF,464287200,"670,972","1,560,690",SH,,SOLE,,"1,171,783",0,"388,907"
ISHARES CORE S&P MIDCAP ETF,ETF,464287507,"5,243","19,512",SH,,SOLE,,"19,427",0,85
ISHARES CORE S&P SMALL CAP ETF,ETF,464287804,"12,058","106,728",SH,,SOLE,,"98,487",0,"8,241"
ISHARES CORE S&P TOTAL US STOCK MKT ETF,ETF,464287150,"224,416","2,272,342",SH,,SOLE,,"2,259,742",0,"12,600"
ISHARES CORE S&P U.S US GROWTH E,ETF,464287671,351,"3,479",SH,,SOLE,,"1,611",0,"1,868"
ISHARES CORE S&P U.S. VALUE ET,ETF,464287663,458,"6,368",SH,,SOLE,,"4,327",0,"2,041"
ISHARES CORE U.S. AGGREGATE BO,ETF,464287226,"101,329","878,603",SH,,SOLE,,"801,894",0,"76,709"
ISHARES CORE US REIT ETF,ETF,464288521,"4,474","76,695",SH,,SOLE,,"76,666",0,29
ISHARES DJ SELECT DIVIDEND,ETF,464287168,"2,295","19,675",SH,,SOLE,,"19,077",0,598
ISHARES DJ US AEROSPACE AND DEFENSE ETF,ETF,464288760,861,"7,857",SH,,SOLE,,"7,857",0,0
ISHARES GLOBAL MATERIALS ETF,ETF,464288695,"58,427","642,548",SH,,SOLE,,"642,501",0,47
ISHARES GS $ INVESTOP CORP BOND FND,ETF,464287242,255,"1,897",SH,,SOLE,,"1,230",0,667
ISHARES INC MSCI JAPAN,ETF,46434G822,"4,169","61,731",SH,,SOLE,,"60,691",0,"1,040"
ISHARES MSCI AUSTRALIA ETF,ETF,464286103,673,"25,905",SH,,SOLE,,"25,905",0,0
ISHARES MSCI BRAZIL ETF,ETF,464286400,"16,628","410,158",SH,,SOLE,,54,0,"410,104"
I-SHARES MSCI CANADA,ETF,464286509,"11,960","320,891",SH,,SOLE,,"320,636",0,255
iShares MSCI EAFE Min Vol Factor ETF,ETF,46429B689,337,"4,467",SH,,SOLE,,"4,467",0,0
ISHARES MSCI EMERG MRKT ASIA,ETF,464286426,"5,837","63,105",SH,,SOLE,,"8,505",0,"54,600"
ISHARES MSCI EMERGING MARKET,ETF,464286475,"1,378","21,991",SH,,SOLE,,"21,991",0,0
ISHARES MSCI EURO FL ETF,ETF,464289180,"6,316","323,078",SH,,SOLE,,"41,052",0,"282,026"
ISHARES MSCI FRONTIER AND SELECT EM ETF,ETF,464286145,"3,603","108,560",SH,,SOLE,,"108,560",0,0
iShares MSCI Global Min Vol Factor ETF,ETF,464286525,"8,389","81,554",SH,,SOLE,,"80,881",0,673
iShares MSCI International Quality Factor ETF,ETF,46434V456,220,"5,709",SH,,SOLE,,"5,709",0,0
ISHARES MSCI MALAYASIA,ETF,46434G814,536,"20,972",SH,,SOLE,,"20,972",0,0
ISHARES MSCI POLAND ETF,ETF,46429B606,"2,569","119,638",SH,,SOLE,,"119,638",0,0
ISHARES MSCI SAUDI ARABIA ET,ETF,46434V423,"31,975","811,138",SH,,SOLE,,"696,768",0,"114,370"
ISHARES MSCI SOUTH KOREA ETF,ETF,464286772,"103,443","1,110,139",SH,,SOLE,,"1,110,065",0,74
ISHARES MSCI TAIWAN ETF,ETF,46434G772,"1,277","19,965",SH,,SOLE,,"19,965",0,0
ISHARES MSCI THAILAND ETF,ETF,464286624,805,"10,331",SH,,SOLE,,"10,331",0,0
ISHARES MSCI USA ESG SELECT,ETF,464288802,"1,371","14,348",SH,,SOLE,,"14,348",0,0
iShares MSCI USA Min Vol Factor ETF,ETF,46429B697,"1,936","26,298",SH,,SOLE,,"23,188",0,"3,110"
iShares MSCI USA Momentum Factor ETF,ETF,46432F396,274,"1,582",SH,,SOLE,,"1,431",0,151
iShares MSCI USA Quality Factor ETF,ETF,46432F339,716,"5,390",SH,,SOLE,,"5,303",0,87
ISHARES MSCI WORLD ETF,ETF,464286392,710,"5,612",SH,,SOLE,,"5,612",0,0
ISHARES NATIONAL MUNI BOND ETF,ETF,464288414,"1,939","16,545",SH,,SOLE,,"16,545",0,0
ISHARES PREFERRED & INCOME SECURITIES ETF,ETF,464288687,"3,134","79,666",SH,,SOLE,,"49,297",0,"30,369"
ISHARES RUSSELL TOP 200 GROW,ETF,464289438,"1,112","7,385",SH,,SOLE,,"7,385",0,0
ISHARES S&P GLOBAL INFO TECH SECTOR ETF,ETF,464287291,261,774,SH,,SOLE,,379,0,395
ISHARES S&P MID-CAP 400 VALU,ETF,464287705,"1,406","13,347",SH,,SOLE,,"12,337",0,"1,010"
iShares Semiconductor ETF,ETF,464287523,"1,237","2,723",SH,,SOLE,,"2,723",0,0
ISHARES TR 20 YR TRS BD,ETF,464287432,248,"1,718",SH,,SOLE,,"1,718",0,0
ISHARES TR CORE DIV GRWTH,ETF,46434V621,717,"14,234",SH,,SOLE,,"11,512",0,"2,722"
ISHARES TR CORE MSCI EAFE,ETF,46432F842,"337,015","4,501,937",SH,,SOLE,,"4,496,633",0,"5,304"
ISHARES TR CORE MSCITOTAL,ETF,46432F834,241,"3,292",SH,,SOLE,,"3,292",0,0
ISHARES TR DJ INTL SEL DIVD,ETF,464288448,625,"19,289",SH,,SOLE,,"19,289",0,0
ISHARES TR DJ US TECH SEC,ETF,464287721,223,"2,239",SH,,SOLE,,"1,422",0,817
ISHARES TR GLMN SCHS SOFT,ETF,464287515,"9,187","23,554",SH,,SOLE,,"3,247",0,"20,307"
ISHARES TR GLOBAL REIT ETF,ETF,46434V647,278,"10,027",SH,,SOLE,,"10,027",0,0
ISHARES TR HDG MSCI EAFE,ETF,46434V803,"1,628","46,993",SH,,SOLE,,"46,993",0,0
ISHARES TR MSCI ACJPN IDX,ETF,464288182,341,"3,612",SH,,SOLE,,"3,526",0,86
ISHARES TR MSCI EAFE IDX,ETF,464287465,"5,919","75,034",SH,,SOLE,,"43,297",0,"31,737"
ISHARES TR MSCI EMERG MKT,ETF,464287234,"90,126","1,634,195",SH,,SOLE,,"1,624,355",0,"9,840"
ISHARES TR MSCI INDIA IDX,ETF,46429B598,"41,986","948,847",SH,,SOLE,,"942,108",0,"6,739"
ISHARES TR MSCI VAL IDX,ETF,464288877,"71,962","1,390,303",SH,,SOLE,,"1,390,303",0,0
ISHARES TR RUSL 2000 GROW,ETF,464287648,"2,428","7,789",SH,,SOLE,,"7,506",0,283
ISHARES TR RUSL 2000 VALU,ETF,464287630,"1,199","7,233",SH,,SOLE,,"3,444",0,"3,789"
ISHARES TR RUSSELL 1000,ETF,464287622,"1,583","6,539",SH,,SOLE,,"5,675",0,864
ISHARES TR RUSSELL 2000,ETF,464287655,"17,081","74,470",SH,,SOLE,,"35,993",0,"38,477"
ISHARES TR RUSSELL 3000,ETF,464287689,"15,839","61,891",SH,,SOLE,,"61,891",0,0
ISHARES TR RUSSELL MCP GR,ETF,464287481,"2,306","20,367",SH,,SOLE,,"17,433",0,"2,934"
ISHARES TR RUSSELL MCP VL,ETF,464287473,"1,990","17,309",SH,,SOLE,,"7,747",0,"9,562"
ISHARES TR RUSSELL MIDCAP,ETF,464287499,"9,830","124,050",SH,,SOLE,,"114,452",0,"9,598"
ISHARES TR RUSSELL1000GRW,ETF,464287614,"10,964","40,387",SH,,SOLE,,"36,169",0,"4,218"
ISHARES TR RUSSELL1000VAL,ETF,464287598,"148,870","938,530",SH,,SOLE,,"929,842",0,"8,688"
ISHARES TR S&P 100 IDX FD,ETF,464287101,915,"4,663",SH,,SOLE,,"4,663",0,0
ISHARES TR S&P MIDCP GROW,ETF,464287606,690,"8,524",SH,,SOLE,,"6,524",0,"2,000"
ISHARES TR S&P500/BAR GRW,ETF,464287309,"4,383","60,269",SH,,SOLE,,"34,863",0,"25,406"
ISHARES TR S&P500/BAR VAL,ETF,464287408,"2,150","14,565",SH,,SOLE,,"8,687",0,"5,878"
ISHARES TR US TIPS BD FD,ETF,464287176,"3,979","31,083",SH,,SOLE,,937,0,"30,146"
ISHARES TRUST ISHARES 1-5 YEAR,ETF,464288646,"8,354","152,422",SH,,SOLE,,"152,422",0,0
iShares Trust iShares ESG Awar,ETF,46435G516,"1,985","25,117",SH,,SOLE,,"25,117",0,0
ISHARES TRUST ISHARES MSCI ACWI INDEX FUND,ETF,464288257,"3,713","36,695",SH,,SOLE,,"36,576",0,119
iShares US Transportation ETF,ETF,464287192,"3,348","12,879",SH,,SOLE,,"12,775",0,104
ISRAEL DISCOUNT-UNSPON ADR,ADR,465074409,772,"16,089",SH,,SOLE,,"15,279",0,810
ISS A/S - SPON ADR,ADR,465147205,364,"31,183",SH,,SOLE,,"28,125",0,"3,058"
ISTAR INC,REIT,45031U101,"5,811","280,303",SH,,SOLE,,"243,622",0,"36,680"
ISUZU MOTORS LTD ADR,ADR,465254209,"3,423","257,618",SH,,SOLE,,"231,895",0,"25,723"
ITAMAR MEDICAL LTD-SPON ADR,ADR,465437101,728,"30,901",SH,,SOLE,,0,0,"30,901"
Itau Unibanco Holding SA,ADR,465562106,"7,790","1,296,192",SH,,SOLE,,"1,124,292",0,"171,900"
ITERIS INC COM,Common Stock,46564T107,152,"22,884",SH,,SOLE,,"22,315",0,569
ITOCHU CORP ADR,ADR,465717106,"57,005","990,881",SH,,SOLE,,"890,019",0,"100,862"
ITOCHU TECHNO-SOLOT-UNSP ADR,ADR,465720100,643,"42,256",SH,,SOLE,,"36,887",0,"5,369"
ITRON INC,Common Stock,465741106,"10,261","102,635",SH,,SOLE,,"84,789",0,"17,846"
ITT CORP,Common Stock,45073V108,"21,069","230,031",SH,,SOLE,,"170,250",0,"59,781"
ITV PLC ADR,ADR,45069P107,"1,087","61,592",SH,,SOLE,,"58,047",0,"3,545"
IVERIC BIO INC,Common Stock,46583P102,73,"11,507",SH,,SOLE,,"11,507",0,0
Ivy High Income Opportunities,Closed-End Fund,246107106,389,"27,683",SH,,SOLE,,"15,986",0,"11,697"
J SAINSBURY PLC SPON ADR NEW,ADR,466249208,"39,662","2,626,616",SH,,SOLE,,"2,414,962",0,"211,654"
J&J SNACK FOODS CORP,Common Stock,466032109,"12,102","69,388",SH,,SOLE,,"53,111",0,"16,277"
J2 GLOBAL INC,Common Stock,48123V102,"55,277","401,867",SH,,SOLE,,"50,451",0,"351,416"
JABIL INC,Common Stock,466313103,"44,313","762,438",SH,,SOLE,,"401,809",0,"360,628"
JACK HENRY & ASSOCIATES INC,Common Stock,426281101,"43,106","263,631",SH,,SOLE,,"231,989",0,"31,641"
JACK IN THE BOX INC,Common Stock,466367109,"10,764","96,587",SH,,SOLE,,"79,782",0,"16,805"
JACOBS ENGINEERING GROUP INC,Common Stock,469814107,"59,196","443,680",SH,,SOLE,,"391,893",0,"51,787"
JAMES HARDIE INDS N V SPONSORED ADR,ADR,47030M106,"58,970","1,724,769",SH,,SOLE,,"1,560,323",0,"164,445"
JAMES RIVER GROUP INC,Common Stock,G5005R107,"4,077","108,654",SH,,SOLE,,"103,257",0,"5,397"
Jamf Holding Corp,Common Stock,47074L105,736,"21,935",SH,,SOLE,,"18,553",0,"3,382"
JANUS HENDERSON GROUP PLC,Common Stock,G4474Y214,"23,601","608,128",SH,,SOLE,,"595,194",0,"12,933"
JANUS INTERNATIONAL EQUITY,Common Stock,47103N106,162,"11,490",SH,,SOLE,,"11,490",0,0
JAPAN AIRLS LTD ADR,ADR,471038109,"21,185","1,965,197",SH,,SOLE,,"1,773,734",0,"191,463"
JAPAN AIRPORT TERMI-UNSP ADR,ADR,471042101,"1,574","70,474",SH,,SOLE,,"65,352",0,"5,121"
JAPAN EXCHANGE GROUP INC ADR,ADR,471059105,"28,318","2,556,960",SH,,SOLE,,"2,306,900",0,"250,060"
JAPAN TOB INC ADR,ADR,471105205,"28,878","3,064,009",SH,,SOLE,,"2,760,321",0,"303,688"
JARDINE MATHESON UNSPON ADR,ADR,471115402,"15,960","248,904",SH,,SOLE,,"225,646",0,"23,258"
JAWS ACQUISITION CORP-CL A,Common Stock,13781Y103,"1,958","161,832",SH,,SOLE,,0,0,"161,832"
JAZZ PHARMACEUTICALS PLC,Common Stock,G50871105,"40,343","227,103",SH,,SOLE,,"87,313",0,"139,790"
JB HUNT TRANSPORT SERVICES INC,Common Stock,445658107,"63,902","392,155",SH,,SOLE,,"346,923",0,"45,232"
JBG SMITH PROPERTIES REIT,REIT,46590V100,"5,820","184,712",SH,,SOLE,,"155,509",0,"29,203"
JBS S A SPONSORED ADR,ADR,466110103,"3,238","281,068",SH,,SOLE,,"268,730",0,"12,338"
JD COM INC SPON ADR CL A,ADR,47215P106,"36,014","451,248",SH,,SOLE,,"341,358",0,"109,890"
JD SPORTS FASHION PLC-UN ADR,ADR,46618Q109,146,"11,105",SH,,SOLE,,"11,105",0,0
JEFFERIES FINANCIAL GROUP INC,Common Stock,47233W109,"18,954","554,224",SH,,SOLE,,"428,974",0,"125,250"
JELD-WEN HOLDING INC,Common Stock,47580P103,"3,200","121,840",SH,,SOLE,,"90,520",0,"31,320"
JERONIMO MARTINS SGPS SA - ADR,ADR,476493101,"1,840","50,263",SH,,SOLE,,"44,495",0,"5,768"
JETBLUE AIRWAYS CORP,Common Stock,477143101,"23,626","1,407,976",SH,,SOLE,,"578,294",0,"829,682"
JFrog Ltd,Common Stock,M6191J100,"2,084","45,788",SH,,SOLE,,"44,162",0,"1,626"
JINKOSOLAR HLDG CO LTD SPONSORED ADR,ADR,47759T100,"2,209","39,426",SH,,SOLE,,"38,614",0,812
JM SMUCKER CO/THE,Common Stock,832696405,"94,355","728,220",SH,,SOLE,,"356,239",0,"371,981"
JOHN B SANFILIPPO & SON INC,Common Stock,800422107,"4,250","47,983",SH,,SOLE,,"31,518",0,"16,464"
JOHN BEAN TECHNOLOGIES CORP,Common Stock,477839104,"14,155","99,249",SH,,SOLE,,"68,550",0,"30,699"
John Hancock Multi-Factor Mid,ETF,47804J206,916,"17,662",SH,,SOLE,,"17,662",0,0
JOHN HANCOCK PFD INCOME II,Closed-End Fund,41013X106,732,"33,870",SH,,SOLE,,"20,210",0,"13,660"
JOHN WILEY & SONS INC,Common Stock,968223206,"21,366","355,031",SH,,SOLE,,"94,602",0,"260,430"
JOHNSON & JOHNSON,Common Stock,478160104,"1,817,711","11,033,817",SH,,SOLE,,"7,988,795",0,"3,045,021"
JOHNSON CONTROLS INTERNATIONAL PLC,Common Stock,G51502105,"209,988","3,059,715",SH,,SOLE,,"1,886,713",0,"1,173,001"
JOHNSON MATTHEY PUB LTD CO SPONSORED ADR,ADR,479142507,"3,876","43,631",SH,,SOLE,,"32,809",0,"10,822"
JOHNSON OUTDOORS INC -CL A,Common Stock,479167108,847,"7,003",SH,,SOLE,,"6,257",0,746
JOINT CORP/THE,Common Stock,47973J102,"1,218","14,513",SH,,SOLE,,"13,534",0,979
JONES LANG LASALLE INC,Common Stock,48020Q107,"20,219","103,445",SH,,SOLE,,"93,541",0,"9,904"
JOUNCE THERAPEUTICS IN COM,Common Stock,481116101,79,"11,579",SH,,SOLE,,"11,383",0,196
JOYY INC ADS REPCOM CLA,ADR,46591M109,"2,792","42,322",SH,,SOLE,,"40,034",0,"2,288"
JPMORGAN ALERIAN MLP ETN,ETN,46625H365,"2,817","143,338",SH,,SOLE,,"143,338",0,0
JPMORGAN CHASE & CO,Common Stock,46625H100,"1,675,217","10,770,331",SH,,SOLE,,"8,538,956",0,"2,231,375"
JSC MMC NORILSK NICKEL SPONSORED ADR,ADR,55315J102,"8,595","253,401",SH,,SOLE,,"206,774",0,"46,627"
JSR CORP ADR,ADR,46632X106,417,"13,727",SH,,SOLE,,"11,027",0,"2,700"
JULIUS BAER GROUP LTD ADR,ADR,48137C108,"42,156","3,240,269",SH,,SOLE,,"2,735,141",0,"505,128"
JUNIPER NETWORKS INC,Common Stock,48203R104,"82,296","3,008,996",SH,,SOLE,,"1,746,710",0,"1,262,285"
JUST EAT-S ADR EQUITY,ADR,48214T305,"10,480","573,932",SH,,SOLE,,"548,004",0,"25,928"
KADANT INC,Common Stock,48282T104,"4,230","24,021",SH,,SOLE,,"6,663",0,"17,358"
KADMON HOLDINGS INC,Common Stock,48283N106,466,"120,448",SH,,SOLE,,"102,229",0,"18,219"
KAISER ALUMINUM CORP,Common Stock,483007704,"9,095","73,652",SH,,SOLE,,"55,565",0,"18,087"
KAJIMA CORP - UNSPON ADR,ADR,483111209,569,"44,579",SH,,SOLE,,"32,939",0,"11,640"
KALA PHARMACEUTICALS INC,Common Stock,483119103,928,"175,118",SH,,SOLE,,"165,675",0,"9,443"
KALEIDO BIOSCIENCES INC,Common Stock,483347100,788,"105,910",SH,,SOLE,,"105,889",0,21
KALVISTA PHARMACEUTICALS INC,Common Stock,483497103,333,"13,918",SH,,SOLE,,"13,824",0,94
KAMAN CORP,Common Stock,483548103,"11,869","235,497",SH,,SOLE,,"128,353",0,"107,144"
KANSAS CITY SOUTHERN,Common Stock,485170302,"123,715","436,584",SH,,SOLE,,"383,990",0,"52,594"
KAO CORP,ADR,485537401,"43,327","3,525,421",SH,,SOLE,,"3,198,896",0,"326,525"
KAR AUCTION SERVICES INC,Common Stock,48238T109,"11,542","657,647",SH,,SOLE,,"104,937",0,"552,710"
KARUNA THERAPEUTICS INC,Common Stock,48576A100,646,"5,665",SH,,SOLE,,"4,743",0,922
KARYOPHARM THERAPEUTICS INC,Common Stock,48576U106,"1,780","172,474",SH,,SOLE,,"87,718",0,"84,756"
KASIKORNBANK PUB CO LT ADR,ADR,485785109,"7,354","502,816",SH,,SOLE,,"468,306",0,"34,510"
Kayne Anderson NextGen Energy,Closed-End Fund,4.87E+112,"5,178","683,977",SH,,SOLE,,"142,688",0,"541,289"
KB FINANCIAL GROUP INC - ADR,ADR,48241A105,"34,168","693,073",SH,,SOLE,,"654,910",0,"38,163"
KB HOME,Common Stock,48666K109,"12,989","318,973",SH,,SOLE,,"235,223",0,"83,750"
KBC GROUP NV ADR,ADR,48241F104,"39,611","1,037,066",SH,,SOLE,,"898,924",0,"138,142"
KBR INC,Common Stock,48242W106,"10,394","272,446",SH,,SOLE,,"222,235",0,"50,211"
KDDI CORP - UNSP ADR,ADR,48667L106,"62,993","4,045,774",SH,,SOLE,,"3,623,955",0,"421,819"
KE HOLDINGS INC,ADR,482497104,"5,295","111,060",SH,,SOLE,,"105,290",0,"5,770"
KEARNY FINANCIAL CORP,Common Stock,48716P108,"1,389","116,266",SH,,SOLE,,"115,096",0,"1,170"
KELLOGG CO,Common Stock,487836108,"47,499","738,361",SH,,SOLE,,"656,170",0,"82,191"
KELLY SERVICES INC,Common Stock,488152208,"6,165","257,195",SH,,SOLE,,"149,427",0,"107,768"
KEMPER CORP,Common Stock,488401100,"6,813","92,194",SH,,SOLE,,"60,261",0,"31,933"
KENNAMETAL INC,Common Stock,489170100,"7,542","209,978",SH,,SOLE,,"181,696",0,"28,282"
KENNEDY-WILSON HLDGS I COM,Common Stock,489398107,"2,856","143,722",SH,,SOLE,,"80,656",0,"63,066"
KEPPEL LTD SPONSORED ADR,ADR,492051305,"3,754","460,706",SH,,SOLE,,"444,878",0,"15,828"
KERING-UNSPONSORED ADR,ADR,492089107,"64,475","735,545",SH,,SOLE,,"630,364",0,"105,181"
KERRY GROUP PLC ADR,ADR,492460100,"24,341","172,782",SH,,SOLE,,"133,349",0,"39,433"
KEURIG DR PEPPER INC,Common Stock,49271V100,"32,945","934,879",SH,,SOLE,,"878,359",0,"56,520"
KEYCORP,Common Stock,493267108,"138,769","6,720,053",SH,,SOLE,,"4,907,793",0,"1,812,260"
Keyence Corp,Common Stock,J32491102,550,"1,099",SH,,SOLE,,397,0,702
KEYSIGHT TECHNOLOGIES INC,Common Stock,49338L103,"105,034","680,227",SH,,SOLE,,"502,616",0,"177,611"
KEZAR LIFE SCIENCES INC,Common Stock,49372L100,235,"43,357",SH,,SOLE,,"42,627",0,730
KFORCE INC,Common Stock,493732101,"4,489","71,335",SH,,SOLE,,"21,026",0,"50,309"
KILROY REALTY CORP REIT,REIT,49427F108,"7,255","104,173",SH,,SOLE,,"83,092",0,"21,081"
KIMBALL ELECTRONICS INC,Common Stock,49428J109,538,"24,752",SH,,SOLE,,"23,967",0,785
KIMBALL INTL INC CL B,Common Stock,494274103,717,"54,534",SH,,SOLE,,"39,407",0,"15,127"
KIMBERLY-CLARK CORP,Common Stock,494368103,"200,265","1,496,972",SH,,SOLE,,"1,122,943",0,"374,029"
KIMBERLY-CLARK DE MEXICO-ADR,ADR,494386204,800,"89,951",SH,,SOLE,,"85,029",0,"4,922"
KIMCO REALTY CORP COM REIT,REIT,49446R109,"28,483","1,366,081",SH,,SOLE,,"1,139,006",0,"227,075"
KINDER MORGAN INC DELAWARE,Common Stock,49456B101,"106,881","5,862,910",SH,,SOLE,,"5,105,955",0,"756,955"
KINDRED BIOSCIENCES IN COM,Common Stock,494577109,179,"19,498",SH,,SOLE,,"19,498",0,0
KINGFISHER PLC SPON ADR PAR,ADR,495724403,"35,857","3,562,583",SH,,SOLE,,"3,266,857",0,"295,726"
Kingsoft Cloud Holdings Ltd,ADR,49639K101,411,"12,121",SH,,SOLE,,"11,488",0,633
KINGSPAN GROUP PLC-UNSP ADR,ADR,496402108,"8,083","84,196",SH,,SOLE,,"84,177",0,19
KINIKSA PHARMACEUTICALS-A,Common Stock,G5269C101,914,"65,588",SH,,SOLE,,"26,482",0,"39,106"
KINROSS GOLD CORP,Common Stock,496902404,"10,735","1,690,580",SH,,SOLE,,"1,658,979",0,"31,601"
KINSALE CAPITAL GROUP INC,Common Stock,49714P108,"6,092","36,972",SH,,SOLE,,"29,009",0,"7,963"
KION GROUP AG-UNSP ADR,ADR,497216101,"4,310","161,596",SH,,SOLE,,"150,350",0,"11,246"
KIRBY CORP,Common Stock,497266106,"12,090","199,378",SH,,SOLE,,"169,598",0,"29,780"
KIRIN BREWERY LTD SPONSORED ADR,ADR,497350306,"26,720","1,366,044",SH,,SOLE,,"1,227,852",0,"138,192"
KIRKLAND LAKE GOLD LTD,Common Stock,4.97E+104,"5,563","144,393",SH,,SOLE,,"137,535",0,"6,857"
KITE RLTY GROUP TR COM REIT,REIT,49803T300,"7,657","347,895",SH,,SOLE,,"244,368",0,"103,527"
KKR & CO INC 6 FIXED,PUBLIC,48251W401,354,"4,593",SH,,SOLE,,0,0,"4,593"
KKR & CO INC- A,Common Stock,48251W104,"31,371","529,553",SH,,SOLE,,"207,976",0,"321,576"
KKR REAL ESTATE FIN TR COM,REIT,48251K100,"1,882","87,021",SH,,SOLE,,"78,230",0,"8,790"
KLA CORP,Common Stock,482480100,"180,244","555,948",SH,,SOLE,,"438,281",0,"117,667"
KLX ENERGY SERVICES HOLDINGS INC,Common Stock,48253L205,240,"25,117",SH,,SOLE,,"1,614",0,"23,503"
KNIGHT-SWIFT TRANSPORTATION HOLDINGS INC,Common Stock,499049104,"17,729","389,981",SH,,SOLE,,"371,549",0,"18,432"
KNOLL INC,Common Stock,498904200,"2,915","112,159",SH,,SOLE,,"108,249",0,"3,910"
KNORR-BREMSE - UNSP ADR,ADR,499180107,"15,298","532,830",SH,,SOLE,,"472,299",0,"60,531"
KnowBe4 Inc,Common Stock,49926T104,"1,370","43,811",SH,,SOLE,,0,0,"43,811"
KNOWLES CORP COM,Common Stock,49926D109,"4,473","226,612",SH,,SOLE,,"206,783",0,"19,829"
KOC HLDG ADR,ADR,49989A109,"1,462","138,864",SH,,SOLE,,"127,176",0,"11,688"
KODIAK SCIENCES INC,Common Stock,50015M109,"2,025","21,773",SH,,SOLE,,"9,223",0,"12,550"
KOHL'S CORP,Common Stock,500255104,"181,617","3,295,532",SH,,SOLE,,"1,275,954",0,"2,019,578"
KOITO MANUFACTURING CO-ADR,ADR,500275102,"5,836","94,064",SH,,SOLE,,"86,106",0,"7,958"
KOMATSU LTD SPON ADR NEW,ADR,500458401,"37,472","1,510,955",SH,,SOLE,,"1,333,649",0,"177,305"
Konami Holdings UNSP ADR,ADR,50046R200,"1,001","32,402",SH,,SOLE,,"24,734",0,"7,668"
KONE OYJ ADR,ADR,50048H101,"41,091","1,009,103",SH,,SOLE,,"907,641",0,"101,462"
KONINKLIJKE AHOLD NV,ADR,500467501,"60,942","2,052,605",SH,,SOLE,,"1,900,945",0,"151,660"
KONINKLIJKE PHILIPS ELECTRS NY REG SH NEW,NY Reg Shrs,500472303,"46,209","929,755",SH,,SOLE,,"786,108",0,"143,647"
KONINKLIJKE VOPAK N V ADR,ADR,50048T105,"8,024","175,627",SH,,SOLE,,"158,301",0,"17,326"
KONTOOR BRANDS INC,Common Stock,50050N103,"14,466","256,451",SH,,SOLE,,"181,629",0,"74,822"
KOPPERS HOLDINGS INC,Common Stock,50060P106,"3,202","98,969",SH,,SOLE,,"68,118",0,"30,851"
KOREA ELECTRIC PWR SPONSORED ADR,ADR,500631106,"16,731","1,549,184",SH,,SOLE,,"1,463,668",0,"85,516"
KORN FERRY,Common Stock,500643200,"19,779","272,628",SH,,SOLE,,"177,445",0,"95,183"
KORNIT DIGITAL LTD SHS,Common Stock,M6372Q113,"5,738","46,152",SH,,SOLE,,"46,018",0,134
KOSE CORP-UNSPONSORED ADR,ADR,500679105,"9,873","311,934",SH,,SOLE,,"244,254",0,"67,680"
KOSMOS ENERGY LTD SHS,Common Stock,500688106,"3,318","959,016",SH,,SOLE,,"186,743",0,"772,273"
KRAFT HEINZ CO/THE,Common Stock,500754106,"134,917","3,308,421",SH,,SOLE,,"2,570,737",0,"737,684"
KRATON CORP,Common Stock,50077C106,"6,781","210,009",SH,,SOLE,,"182,018",0,"27,991"
KRATOS DEFENSE & SECURITY SOLU,Common Stock,50077B207,"2,841","99,710",SH,,SOLE,,"69,498",0,"30,212"
KROGER CO/THE,Common Stock,501044101,"334,193","8,723,400",SH,,SOLE,,"4,146,760",0,"4,576,640"
KRONOS WORLDWIDE INC,Common Stock,50105F105,"2,675","186,823",SH,,SOLE,,"181,900",0,"4,923"
KRYSTAL BIOTECH INC,Common Stock,501147102,510,"7,501",SH,,SOLE,,"4,937",0,"2,564"
KT CORP SPONSORED ADR,ADR,48268K101,"14,225","1,019,697",SH,,SOLE,,"1,010,928",0,"8,769"
KUBOTA CORP ADR,ADR,501173207,"27,186","269,139",SH,,SOLE,,"235,832",0,"33,307"
KUEHNE & NAGEL INTL AG ADR,ADR,501187108,"37,989","555,555",SH,,SOLE,,"494,494",0,"61,061"
KULICKE & SOFFA INDUSTRIES INC,Common Stock,501242101,"13,149","214,846",SH,,SOLE,,"159,093",0,"55,753"
Kura Oncology Inc,Common Stock,50127T109,609,"29,217",SH,,SOLE,,"24,396",0,"4,821"
KVH INDS INC COM,Common Stock,482738101,467,"37,976",SH,,SOLE,,"36,628",0,"1,348"
Kymera Therapeutics Inc,Common Stock,501575104,472,"9,732",SH,,SOLE,,"9,615",0,117
KYOCERA CORP - SPONS ADR,ADR,501556203,"42,280","685,367",SH,,SOLE,,"625,116",0,"60,252"
L BRANDS INC,Common Stock,501797104,"76,676","1,064,064",SH,,SOLE,,"652,955",0,"411,109"
